,message,HateSpeech
15600,"#Oldenburg: Sudanese rammt einem Eritreer nach dessen Angriff ein #Messer in die Brust, skalpiert den noch lebenden Mann, der noch am Tatort verstirbt - das Gericht befindet Notwehr und schickt den gut integrierten Flüchtling für 2,5 Jahre in Haft #Justiz  https://t.co/HjZc16Bw7Q",0
15601,Der nächste Bereicherer!  Es geht voran mit Deutschland 🇩🇪! https://t.co/j9V52xd8j9,0
15602,'Ein psychisch kranker Mann war mittags auf dem Bürgersteig unterwegs und hatte gefährliche Waffen dabei.    Dort soll er nach EXPRESS-Informationen willkürlich einen Mann und dessen kleinen Sohn bedroht haben – mit Küchenmesser und  Hackebeil'    https://t.co/TQ53QNRYNf,0
15603,"Ich präsentiere euch:    Jans, Transmann https://t.co/CQ3bza2R3s",0
15604,"Milliarden von Euro für nichts vernichtet, während das Land weiter verfällt!    Knallhart zerpflücken die Experten den #Energiewende-Bericht.    Sie sprechen beim #CO2-Sparen von einem Totalausfall.    #Merkelmussweg #Klimahysterie  #NoGrüne #Klimasekte #klima   https://t.co/eTR2m0AFTe",0
15605,"Während von den weit über eintausend Straftätern der Kölner Silvesternacht gerade einmal drei (!) mit Ministrafen belegt wurden, zeigt der 'Rechtsstaat' bei der Verfolgung von 'Hassrede' im Netz ganze Härte.   Toll, #Deutschland!   https://t.co/OxfmEe37fu",0
15606,"Visionäre und pseudo-religiöse Heilserwartungen, darunter apokalyptische Endzeitängste spielen beim Erfolg der Grünen eine wichtige Rolle. Als nächstes werden Bußen folgen: In Form von Steuern und Verboten. https://t.co/Y3YVApgkfF",0
15607,"Gerald Otten  ∙Major der Bundeswehr  ∙22 Jahre im Dienst der #Bundeswehr und für Deutschland    Er schwor auf unser Land einen Eid und riskierte dafür sein Leben.     Abgelehnt zur Wahl in das Präsidium des #Bundestag​​es, das grundgesetzlich verbrieft ist. https://t.co/gDsFH3iyAU",0
15608,Er wütete auf Facebook: Nach Nazi-Vergleich: Grünen-Politiker muss sein Mandat abgeben https://t.co/G0mzzrA2Ir,0
15609,"#Kassel 2 Nordafrikaner bedrängen 19 Jährige sexuell und begrapschen sie. Als sie sich zur Wehr setzt, prügeln und treten sie die 19 Jährige krankenhausreif   https://t.co/PvY6CoZ4Qr",0
15610,"Überraschend?    Deutschland zahlt abgelehnten #Flüchtlingen Geld, damit sie in ihre Heimat zurückkehren 😱    Mehr als 2.500 #Asylbewerber kamen trotz #AusreiseGeld einfach wieder zurück.    Kassieren und Deutschland blamieren ... läuft 🙄    #Merkelmussweg   https://t.co/PzVleTHMRX",0
15611,🤮DANIEL COHN-BENDIT - PÄDOPHÄLIE GRÜNEN POLITIKER im INTERVIEW 🤮  Mitschnitt mit Untertiteln von einem Video des heutigen Europa Abgeordneten der Grünen Daniel Cohn-Bendit. https://t.co/Ai3S54ezrw,1
15612,"Dieser Tweet ist unglaublich: Männer in weißen Gewändern rufen im Hbf Köln laut #AllahuAkbar. Einer hat ein Messer.  Passanten rufen verängstigt die #Polizei.   Die macht ihren Job 👍  Wir brauchen eine Sensibilisierung für Staatssekretärinnen, wann man besser nicht twittern sollte https://t.co/ZFm1zB7cvI",0
15613,"Der Rechtsstaat im links-grünen Merkeldeutschland funktioniert so:  -Gegenteilige Meinung im Internet gepostet? Attacke, GSG9 mit Hausdurchsuchung und Festnahme.   -Trotz Ausreisepflicht noch immer hier? Polizei darf Wohnung nicht betreten.   #Irrenhaus",0
15614,"Die Grünen sind brandgefährliche Linksradikale die 'bürgerliche Partei' spielen!    „Melonenpartei“ hat Franz Josef Strauß die Grünen früher genannt. „Außen grün, innen rot.“ Wie wahr diese Worte sind, zeigt sich auf höchst beschämende Weise in Bremen.'    https://t.co/QMsBQiUmox",0
15615,"#Lünen: Zwei Straßenräuber überfallen spätabends einen Passanten, bedrohen ihn mit #Messern, während einer von ihnen mit südländischem Akzent Geld fordert  https://t.co/D1Wh8LuIUi",0
15616,#ARD #ZDF   Verfluchte Bande! https://t.co/rSS85BoNOo,0
15617,"Ei was hab ich schon wieder für ne prächtige Laune, wenn ich diese lustigen jungen Männer sehe.     Ihr auch? https://t.co/maFctfYwUH",0
15618,Chebli twittert sich um Kopf um Kragen: Anti-Terror-Einsatz ist „antimuslimischer Rassismus“ https://t.co/qWOM2KmtqP via @jouwatch,0
15619,"Gegen den stellvertretenden Landesvorsitzenden der #Linke Andreas Neumann läuft ein Ermittlungsverfahren der Staatsanwaltschaft. Der Grund dafür liegt darin begründet, dass seine Promotionsurkunde nicht echt sein soll. https://t.co/S6tqb9LTlu",0
15620,"Das ist ja der Knaller!!!  Die und Waffen zum Schutz gg Rechte.....????  Wer in Deutschland, außer die Polizei trägt Waffen und benutzt sie auch???  Ich habe in Deutschland in den letzten 15 Jahren nicht einen einzigen Rechtsradikalen gesehen, ihr etwa? https://t.co/I3tdpB3V8a",0
15621,"Peter Weber, erfolgreicher Unternehmer  hat  rund 2,5 Mill.für wohltätige Zwecke gespendet, ist jedoch bei den rot- grünen Gemeinderäten in Ungnade gefallen.   Er hat mehrere Videos produziert, in denen er Merkels politische Irrwege kritisiert.     https://t.co/rw7o0PXywX",0
15622,"@michel_brandt_ Ist das alles, was Sie an konstruktiven Beiträgen im Bundestag zu bieten haben? Mann oh Mann. Das ist so platt, das kann jedes 5-jährige Kind. Sorry, aber da geht mir einfach der Hut hoch. Im Bundestag und nicht auf dem Spielplatz!",1
15623,'Im Gepäck eines 23-Jährigen fanden sie zwei Sturmgewehre vom Typ Kalaschnikow und eine Pumpgun …“  Kein Haftbefehl.  #Kontrollverlust  https://t.co/MTHbPzQNp4,0
15624,Ein riesen Sauerei wie Peter Weber diskreditiert wird! Soviel zum Thema  Meinungsfreiheit!  Ich wünsche Ihnen eine schnelle Genesung.  https://t.co/HQHeAq8wOo,0
15625,Mit Rot-Grün-Roten Regierungen geht es direkt in den Linksextremismus!    Eigentlich wollten die Linksfaschisten 'nur' einen Angriff auf Teilnehmer eines Immobilienkongresses verüben.    'Berlin: Linksextremisten greifen Reisebus mit Krebskranken an'    https://t.co/Ho3aSqSYKy,0
15626,Der krude Imam nennt es Kultur. Doch Menschenrechtsverletzung kann nicht Kultur sein.  'Ein Imam fordert aber: Kinderehen müssen erlaubt werden - aus Respekt vor der Kultur der Flüchtlinge'    https://t.co/wfLVBd4isU,0
15627,"Es ist wieder so weit, Schwimmbad-Zeit ist Erklärungs-Zeit: In #Mainz sollen Flyer, Aufkleber und Plakate mit drei Piktogrammen sexuelle Belästigung verhindern  https://t.co/2ZSFDr1CqP",0
15628,"Ich hasse es, wenn die Oma auf unsere Straße 600€ Rente hat, und der Hr. Schulz im BT schon jetzt einen Rentenanspruch von mehr als 600E am TAG!!! hat. Ich hasse diese Ungerechtigkeit, Werde ich jetzt verhaftet.",0
15629,"Das sind keine „Chaoten“, das sind Terroristen!    »Linke Chaoten greifen Bus voller Krebs-Patienten an«    #Antifa wird protegiert von #SPD #Gruene #Linke  https://t.co/IPAyMN71mp",0
15630,https://t.co/ivtNsQAjgN  Mindener (54) wird durch Messerstich schwer verletzt - 17-Jähriger in Haft. Täter ein 17 Jahre alter syrischer Staatsangehöriger,0
15631,Polit-Märchen widerlegt: Zahl der arbeitslosen Ausländer im Langfristvergleich stark gestiegen https://t.co/FDsAKd0sjx,0
15632,"https://t.co/Qw61oXKMUS  Sandra, 23, tot in ihrem Kofferraum aufgefunden. Seit letzten Donnerstag wurde sie vermisst. Sonntag fand man ihre Leiche im Kofferraum.. Sie wurde entführt, erstickt und der Leichnam in ihrem eigenen Auto entsorgt... Von einem Illegalen Pakistaner.",0
15633,"Indien wird seine Kohleförderung bis 2020 auf etwa 1,5 Milliarden Tonnen  verdoppeln. In Deutschland wird jedes Kg eingespartes CO2 wie ein Fetisch gefeiert und in 41Ländern der Welt plant oder baut man 58 neue Kernkraftwerke (weltweit 447 in Betrieb) +1.400 neue Kohlekraftwerke! https://t.co/puzeMNLO7R",0
15634,Nennt sich jetzt Panne!  Sicherheitspanne in Berlin: Kein Haftbefehl nach Kriegswaffenfund https://t.co/rVBigAqOT1,0
15635,"#HeinzHermannThiele: 'Dieses Land gerät in eine hochkritische Situation. Wir sind am Rande eines kulturellen Zusammenbruchs.“ Das Thema #Fluechtlinge sei nicht nur ökonomisch unbeherrschbar, es stelle sich auch die Frage nach unserer #Identität. https://t.co/JoD1xec463",1
15636,"#Berlin Chaoten der #Antifa die u.a. von @michel_brandt_ und @patrickgensing unterstützt werden, griffen einen Bus mit Tomaten, Eiern und Farbbeuteln an, in welchem sie gierige Miethaie vermuteten. Allerdings waren in dem Bus 50 Krebspatienten auf Ausflug! https://t.co/I7U9ZZUuqx",0
15637,"Der 30 Jahre alte #Tunesier Sief Allah H. und seine 43-jährige 'dt.' Ehefrau Yasmin planten in D einen #Terroranschlag mit dem biologischen Kampfstoff #Rizin, der lt. Gutachten bis zu 100 #Todesopfer gefordert hätte❗️    Dt. Presseberichte ⁉️  Mangelware ‼️    https://t.co/xWOl3RtTaG",0
15638,"#soisset    Die Aufarbeitung der 'Lügen von Chemnitz' löst eine Empörung der Altparteien aus...  Nachvollziehbar, haben sie doch alle gelogen...    Hetzjagd Chemnitz: 'Was sie machen, ist eine Schande für Deutschland' https://t.co/SRlwS0EOvP",0
15639,"Der Realitätsverlust bei der #SPD ist nicht mehr zu übersehen. Anstatt sich mit dem wirklichen Gegner - den #Grünen - auseinanderzusetzen, die der SPD auch noch das letzte bisschen Lebenssaft aussaugen werden, phantasiert #Scholz von der #Kanzlerschaft. https://t.co/UC41WrfT5B",0
15640,"Ich bin der Röhrich,darf ich reinkomm' oder stör ich 😜 So langsam dreht Ihr alle komplett frei,kann das sein? Gas -Wasser -Scheiße wurde umfunktioniert. Und? Grundgütiger 🙄 https://t.co/k2qEHY81Vt",1
15641,"Deutsche Tradition alte Menschen mit Messestichen im Dutzend tot zu stechen? Nein, im Leben nicht!    Witwe (86) erstochen aufgefunden @BILD https://t.co/HoW0Py8DXu",0
15642,"Kühnert sollte sich einen Ruck geben und die SPD übernehmen. Kein Studium beendet, keinen Beruf ergriffen, ein aufgeblasener Medienkasper. In dem Moment, in  dem er die Partei erledigt, hätte er zum ersten Mal  in seinem Leben etwas zu Stande gebracht.https://t.co/jQIKFqLthA",0
15643,"Guten Morgen, Deutschland! Kann mir mal jemand erklären, warum angeblich 27% der Leute eine Partei wählen wollen, deren @ABaerbock ernsthaft behauptet jeder Deutsche Stoße 9 Gigatonnen CO-2 aus? Nur eine GrünIn kann so eine heiße Luft flatulenzen.   https://t.co/QcMNkypMCw",0
15644,"#GEZ - Der #Rundfunkbeitrag ist eine Zwangsabgabe und völlig aus der Zeit gefallen. Anstatt diese Steuer immer weiter in die Höhe zu treiben, gehört sie komplett abgeschafft. Wer ARD &amp; ZDF sehen will, soll zahlen. Und wer nicht, eben nicht. Weg damit! https://t.co/WN0aQqBGlM",0
15645,+++ #Vergewaltigung in #Düsseldorf +++  Am Samstagmorgen gegen 04:45 wurde eine Frau (51) im Hofgarten von zwei Männern brutal vergewaltigt.  Laut Täterbeschreibung handelt es sich um zwei Nordafrikaner Mitte 20.  Unhaltbare Zustände dank Grünen und CDU. #AfD  https://t.co/SX07YozWhl,0
15646,https://t.co/PPqndME7Kx?  Ein #schutzsuchender somalischer #Flüchtling hatte den Rentner brutal zusammengetreten.  Einen Tag zuvor hatte der Kriminelle in #Freiburg bereits auf einen Taxifahrer eingeschlagen. Er wurde von der #Polizei geschnappt und sofort wieder freigelassen.,0
15647,"#Wien: Ömer &amp; Mehmet P beschimpften &amp; bedrängten ein Pensionistenpaar, welches im Vorbeigehen den Mantel ihrer Tante streiften. Zwar gingen die Pensionisten nicht auf die Provokationen ein, trotzdem verletzt Ömer den Pensionisten durch einen Tritt tödlich https://t.co/5e1lXyC3DS",0
15648,"„Wir haben die Schnauze voll“:#Linke Bar setzt Flüchtlinge vor die Tür  #Afrikanische Flüchtlinge sind in einem linken Lokal in #Augsburg mehrfach durch Diebstähle aufgefallen,aber auch durch #Belästigungen von Frauen und aggressives Verhalten. Das Ganze passierte schon 2017 ! https://t.co/ycrlVyO2rb",0
15649,"Fassungslos stellt man sich immer wieder zwei Fragen: Warum entwickeln sich Menschen in einem Land, dass sie aufnimmt, versorgt und ihnen eine bessere Zukunft bietet als ihre Heimat, zu Räubern, Vergewaltigern und Totschlägern?   ⏬⏬⏬   https://t.co/D5yWniyPck",1
15650,"allein in Sachsen Messerangriffe🔪🔪🔪von 696 im J2008 auf 1196 im J2017 gestiegen‼️  Dagegen gibt es nach Angaben des Sprechers für die SPD- und Grünen-geführten Länder, Hamburgs Justizsenator Till Steffen (Grüne), ‼️KEINEN generellen bundesweiten Anstieg.  https://t.co/7qwcSxx92u",0
15651,Walid S. war der Hauptverdächtige im Fall des totgeprügelten Niklas P. – jetzt prügelt er wieder: Er soll einen wehrlos am Boden liegenden Mann mehrfach gegen den Kopf getreten haben. Das Opfer erlitt einen doppelten Unterkieferbruch u einen Jochbeinbruch.  https://t.co/KPmwRlg7KE,0
15652,"'Passanten entdecken einen 13j Jungen im Bereich der Stephansschule in der Saarbrücker Straße in Schmelz. Das Kind ist aufgehängt worden!   Die Wiederbelegung gelingt, der Junge kommt schwer verletzt in eine Klinik. Noch ist unklar, ob er überleben wird.'    https://t.co/ZMamQuKC65",0
15653,"Laut dem neuesten nationalen Sicherheitsbericht, der vom schwedischen Nationalen Rat für Kriminalprävention veröffentlicht wurde, haben vier von zehn Frauen Angst, sich draußen frei zu bewegen. https://t.co/qwQJIbk2m8",0
15654,"Christliche Jungen in Afrika werden angekettet und gezwungen, den Koran zu lernen.     Christliche Mädchen werden Kämpfern als Sexsklaven gegeben, manche erst 9 Jahre alt!     Warten Sie nicht auf Medien, um dies selbst zu melden, sondern senden Sie es an Ihre Abgeordneten! https://t.co/VrXLFsUejz",0
15655,"https://t.co/1Ag8XvP45g  Seniorin in Borgholzhausen tot aufgefunden.Sie wurde gewaltsam getötet,die Leiche wies multiple Stichverletzungen auf.Nachbarn hörten Schreie,hatten aber nicht direkt reagiert.  Am nächsten Morgen brachen Rettungskräfte die Wohnung auf und fanden die Leiche",0
15656,"#Crailsheim: Schüsse aus türkischem Hochzeitskorso - Polizei findet Schreckschusswaffen und Patronenhülsen in einem Fahrzeug, dessen Insassen jedoch allesamt ihre Unschuld beteuern #Hochzeitsgesellschaft  https://t.co/elhw6NjNDy",0
15657,"Die zukünftigen Ärzte, Wissenschaftler und Ingenieure    Fühlt ihr euch nicht warm in eurem Inneren? https://t.co/OBbfv7lDsm",0
15658,Ihr schimpft ja immer über die blöd!  Aber Schwiegermutter hat mir gerade diesen lesenswerten Leserbrief geschickt https://t.co/YOLAWWuT9n,0
15659,#OberhausenKlosterhardt griffen zwei unbekannte Jugendliche(südländisches Aussehen )die Kinder (beide 11 Jahre)‼️brutal an. Sie schlugen sie und entrissen ihnen gewaltsam eine kleine schwarze Umhängetasche („Foot Locker“)  https://t.co/MBndoS3mh7,0
15660,https://t.co/h1lXAbhnb9,0
15661,Sehenswert! 13 Minuten für die Zerstörung der Legende der 'umweltfreundlichen' Elektro-Autos... @HaraldLesch #HaraldLesch  https://t.co/gjCC1WYu0f,0
15662,➡️Disko-Schlägerei #Passau  ➡️Mann (20) verletzt auch einen Polizisten  + ein weiterer Angriff    ➡️Tatverdächtiger  - 20 jähriger Syrer    Altparteien Deutschland 2019    #Deggendorf #Dingolfing #Straubing #Landshut #Regensburg #Erding #Burghausen #CDU #AfD #CSU  https://t.co/JpYSOHkhxj,0
15663,"Die #grüne Partei rückt immer mehr nach links, täuscht aber die Wähler/innen als Partei der Mitte. Bremen ist auch so ein Beispiel, wo sie mit den Ex-SEDlern regieren wollen. https://t.co/YO6U012JZU #Habeck #Politik #Linke",0
15664,Polizei sucht Täter: Frau (51) im Düsseldorfer Hofgarten vergewaltigt https://t.co/QaUe19JGOR,0
15665,Nach Wahl in Bremen: 'Das ist das wahre Gesicht': Wut über #Grünen-Entscheidung für Links-Regierung https://t.co/6ikmHrcOEH,0
15666,"Aha, wir lernen also, da wo der Herr Bundespräsident sich die Ehre gibt aufzutauchen, darf man ihn  nicht kritisieren. Okay.  Aber der Person Steinmeier kann man doch mal sagen, dass er möglicherweise seinem hohen, außerhalb jeder Kritik stehendem Amt nicht gerecht wird, oder? https://t.co/7NoMX7aWDV",0
15667,In #Roßlau ist es am Pfingstsonntag offenbar zu einem sexuellen Übergriff auf ein Kind gekommen. Ein Mann wurde festgenommen. https://t.co/WigEIPO61p,0
15668,Warum hört man in den öffentlich-rechtlichen Medien davon nichts  ?    Immunität aufgehoben: Staatsanwalt ermittelt gegen sechs grüne und linke Abgeordnete   https://t.co/IKlFVCbs9K via @wordpressdotcom,0
15669,Wer setzte die Ermittler im Fall #amri unter Druck? 'zum Anschlag auf dem Breitscheidplatz können Strafverfolger ihr widersprüchliches Handeln nicht plausibel machen'     https://t.co/BmdNJthSvP,0
15670,"Hm. Die AfD auch, oder? https://t.co/1IxdkN8K0v",0
15671,"Sorry, liebe @ABaerbock. Da müssen wir mal was richtigstellen. Kritik ist ok, aber bitte bei der Wahrheit bleiben. @GrueneBundestag #GeordneteRueckkehrGesetz https://t.co/U7zhwkLAYv",0
15672,"Nur noch Unglaublich!    #Deutschland ist ein Christliches Land! Leute zu verbieten in #Chemnitz das Grillen, weil es einige Muslime es nicht Gefällt! Toleranz gegenüber andere kennen einige Muslime nicht!   #Europa #AfD #Deutschland #Asyl      https://t.co/h04bVZponY",0
15673,@AntifaLuebeck Politische Gegner töten? So wie es die linksfaschistische Antifa tut?,1
15674,"@ZDFheute @HeikoMaas Sie, @HeikoMaas u auch @ZDFheute sorgen durch Totschweigen von offensichtlichem Unrecht an einer bestimmten Bevölkerungsgruppe (Deutsche), Zensur u systematischer Angst-&amp; Diskriminierungspolitik aber schon dafür, dass wir uns der Zeit von #AnneFrank wieder annähern.",1
15675,"#Lauffen: Professioneller #Drogenring gesprengt: Gambier betreiben schwunghaften Handel aus verschiedenen Asylheimen heraus - 8 Haftbefehle erlassen, 41 Ermittlungsverfahren eingeleitet, sowie kiloweise Marihuana und Ecstasy-Tabletten sichergestellt  https://t.co/5B2vm7Jf2v",0
15676,"@JTrittin @JRehborn @BILD Ja, lustig. Wie dieser Vorgang hier auch https://t.co/HXnmTQIXR0",0
15677,"Herr Maas, wo genau haben Sie sich Ihr Wissen über Klima angeeignet? https://t.co/tXsBjV01kq",0
15678,"Dieses Mädchen aus Schweden, hat die Willkommenskultur nicht kapiert, und wehrt sich! https://t.co/IhvFGL0pZr",0
15679,Spitzenwissenschaftler tritt zurück: 'Die globale Erwärmung ist ein Billionen-Dollar-Betrug - viele Wissenschaftler haben sich verdorben' https://t.co/lDhepQ8aUB,0
15680,"Nicht schlecht, was ?? 👍👍👍    Aus Schweden... https://t.co/cp93acgpAg",0
15681,#klimascheiße,1
15682,@klima,0
15683,#klimascheiße  https://t.co/Dvu0WJO47J,1
15684,"#Dresden 2 Mongolen mit Diplomatenkennzeichen werden einer Verkehrskontrolle unterzogen. Da keine diplomatische Immunität vorliegt, wird das Fahrzeug durchsucht. 70Kg Heroin im Wert von 3 Millionen Euro werden im Auto gefunden.  https://t.co/1MzMbbGQvn",0
15685,"@AnnelieseN2   ??????  Auf Deine Fragezeichen,meine Antwort, war  'behaltet die man bei Euch'  Hanta-Virus in Deutschland: Vor dieser Maus solltet ihr euch jetzt in Acht nehmen https://t.co/tYcaoWChYO https://t.co/B9cKKBlZfE",0
